pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-224,c,Kepler-224 c,Transit,0,4,5.925003,1E-05,-1E-05,0,0.058,,,0,,,,,,,,,,,,,,0.278,0.023,-0.023,0,,,,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,18.98,-18.98,0,799.75,18.98,-18.98,0,15.644,,0,Kepler-band,15.636,,0,5018,100,-100,0,,,,,0.68,0.04,-0.04,0,2014-05-14,Kepler
Kepler-224,d,Kepler-224 d,Transit,0,4,11.349393,3.4E-05,-3.4E-05,0,0.089,,,0,,,,,,,,,,,,,,0.205,0.012,-0.012,0,,,,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,18.98,-18.98,0,799.75,18.98,-18.98,0,15.644,,0,Kepler-band,15.636,,0,5018,100,-100,0,,,,,0.68,0.04,-0.04,0,2014-05-14,Kepler
Kepler-224,e,Kepler-224 e,Transit,0,4,18.643577,8.7E-05,-8.7E-05,0,0.124,,,0,,,,,,,,,,,,,,0.176,0.013,-0.013,0,,,,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,18.98,-18.98,0,799.75,18.98,-18.98,0,15.644,,0,Kepler-band,15.636,,0,5018,100,-100,0,,,,,0.68,0.04,-0.04,0,2014-05-14,Kepler
Kepler-225,b,Kepler-225 b,Transit,0,2,6.738975,4.1E-05,-4.1E-05,0,0.056,,,0,,,,,,,,,,,,,,0.107,0.006,-0.006,0,,,,,0,1,0,1,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,569.99,12.72,-12.72,0,569.99,12.72,-12.72,0,15.962,,0,Kepler-band,15.95,,0,3682,150,-150,0,,,,,0.48,0.02,-0.02,0,2014-05-14,Kepler
Kepler-225,c,Kepler-225 c,Transit,0,2,18.794234,7.6E-05,-7.6E-05,0,0.111,,,0,,,,,,,,,,,,,,0.164,0.009,-0.009,0,,,,,0,1,0,1,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,569.99,12.72,-12.72,0,569.99,12.72,-12.72,0,15.962,,0,Kepler-band,15.95,,0,3682,150,-150,0,,,,,0.48,0.02,-0.02,0,2014-05-14,Kepler
Kepler-226,b,Kepler-226 b,Transit,0,3,3.940997,2E-05,-2E-05,0,0.047,,,0,,,,,,,,,,,,,,0.138,0.055,-0.055,0,,,,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,27.2,-27.2,0,1008.14,27.2,-27.2,0,15.416,,0,Kepler-band,15.403,,0,5571,200,-200,0,,,,,0.8,0.32,-0.32,0,2014-05-14,Kepler
Kepler-226,c,Kepler-226 c,Transit,0,3,5.349555,1.4E-05,-1.4E-05,0,0.058,,,0,,,,,,,,,,,,,,0.203,0.08,-0.08,0,,,,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,27.2,-27.2,0,1008.14,27.2,-27.2,0,15.416,,0,Kepler-band,15.403,,0,5571,200,-200,0,,,,,0.8,0.32,-0.32,0,2014-05-14,Kepler
Kepler-226,d,Kepler-226 d,Transit,0,3,8.109044,9.4E-05,-9.4E-05,0,0.076,,,0,,,,,,,,,,,,,,0.109,0.044,-0.044,0,,,,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,27.2,-27.2,0,1008.14,27.2,-27.2,0,15.416,,0,Kepler-band,15.403,,0,5571,200,-200,0,,,,,0.8,0.32,-0.32,0,2014-05-14,Kepler
Kepler-227,b,Kepler-227 b,Transit,0,2,9.488015,3.9E-05,-3.9E-05,0,0.09,,,0,,,,,,,,,,,,,,0.277,0.14,-0.14,0,,,,,0,1,0,1,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1117.5,31.33,-31.33,0,1117.5,31.33,-31.33,0,15.347,,0,Kepler-band,15.323,,0,5854,200,-200,0,,,,,1.09,0.55,-0.55,0,2014-05-14,Kepler
Kepler-227,c,Kepler-227 c,Transit,0,2,54.418694,0.00046,-0.00046,0,0.29,,,0,,,,,,,,,,,,,,0.271,0.136,-0.136,0,,,,,1,1,0,1,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1117.5,31.33,-31.33,0,1117.5,31.33,-31.33,0,15.347,,0,Kepler-band,15.323,,0,5854,200,-200,0,,,,,1.09,0.55,-0.55,0,2014-05-14,Kepler
Kepler-228,b,Kepler-228 b,Transit,0,3,2.566546,2.6E-05,-2.6E-05,0,0.038,,,0,,,,,,,,,,,,,,0.136,0.063,-0.063,0,,,,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.6,82.73,-82.73,0,1724.6,82.73,-82.73,0,15.714,,0,Kepler-band,15.704,,0,6043,200,-200,0,,,,,1.01,0.47,-0.47,0,2014-05-14,Kepler
Kepler-228,c,Kepler-228 c,Transit,0,3,4.134444,1.8E-05,-1.8E-05,0,0.052,,,0,,,,,,,,,,,,,,0.241,0.111,-0.111,0,,,,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.6,82.73,-82.73,0,1724.6,82.73,-82.73,0,15.714,,0,Kepler-band,15.704,,0,6043,200,-200,0,,,,,1.01,0.47,-0.47,0,2014-05-14,Kepler
Kepler-228,d,Kepler-228 d,Transit,0,3,11.094286,3.6E-05,-3.6E-05,0,0.101,,,0,,,,,,,,,,,,,,0.36,0.165,-0.165,0,,,,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.6,82.73,-82.73,0,1724.6,82.73,-82.73,0,15.714,,0,Kepler-band,15.704,,0,6043,200,-200,0,,,,,1.01,0.47,-0.47,0,2014-05-14,Kepler
Kepler-229,b,Kepler-229 b,Transit,0,3,6.252972,2.1E-05,-2.1E-05,0,0.062,,,0,,,,,,,,,,,,,,0.196,0.07,-0.07,0,,,,,0,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,24.15,-24.15,0,845.88,24.15,-24.15,0,15.841,,0,Kepler-band,15.826,,0,5120,200,-200,0,,,,,0.73,0.26,-0.26,0,2014-05-14,Kepler
Kepler-229,c,Kepler-229 c,Transit,0,3,16.068638,1.9E-05,-1.9E-05,0,0.117,,,0,,,,,,,,,,,,,,0.439,0.155,-0.155,0,,,,,0,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,24.15,-24.15,0,845.88,24.15,-24.15,0,15.841,,0,Kepler-band,15.826,,0,5120,200,-200,0,,,,,0.73,0.26,-0.26,0,2014-05-14,Kepler
Kepler-229,d,Kepler-229 d,Transit,0,3,41.194912,0.000248,-0.000248,0,0.22,,,0,,,,,,,,,,,,,,0.343,0.123,-0.123,0,,,,,1,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,24.15,-24.15,0,845.88,24.15,-24.15,0,15.841,,0,Kepler-band,15.826,,0,5120,200,-200,0,,,,,0.73,0.26,-0.26,0,2014-05-14,Kepler
Kepler-23,b,Kepler-23 b,Transit,0,3,7.1073,,,0,0.075,,,0,,,,,,,,,0.8,,,1,Mass,0.17,,,0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0,856.34,11.79,-11.79,0,13.438,,0,Kepler-band,13.401,,0,5828,100,-100,0,,,,,1.55,0.05,-0.05,0,2014-05-14,Kepler
Kepler-23,c,Kepler-23 c,Transit,0,3,10.7421,,,0,0.099,,,0,,,,,,,,,2.7,,,1,Mass,0.285,,,0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0,856.34,11.79,-11.79,0,13.438,,0,Kepler-band,13.401,,0,5828,100,-100,0,,,,,1.55,0.05,-0.05,0,2014-05-14,Kepler
Kepler-23,d,Kepler-23 d,Transit,0,3,15.274299,0.000104,-0.000104,0,0.124,,,0,,,,,,,,,,,,,,0.196,0.008,-0.008,0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0,856.34,11.79,-11.79,0,13.438,,0,Kepler-band,13.401,,0,5828,100,-100,0,,,,,1.55,0.05,-0.05,0,2014-05-14,Kepler
Kepler-230,b,Kepler-230 b,Transit,0,2,32.625555,0.000126,-0.000126,0,0.191,,,0,,,,,,,,,,,,,,0.38,0.194,-0.194,0,,,,,1,1,0,1,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,756.73,14.1,-14.1,0,756.73,14.1,-14.1,0,15.082,,0,Kepler-band,15.073,,0,5588,200,-200,0,,,,,0.82,0.41,-0.41,0,2014-05-14,Kepler
Kepler-230,c,Kepler-230 c,Transit,0,2,91.773242,0.001618,-0.001618,0,0.38,,,0,,,,,,,,,,,,,,0.182,0.093,-0.093,0,,,,,1,1,0,1,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,756.73,14.1,-14.1,0,756.73,14.1,-14.1,0,15.082,,0,Kepler-band,15.073,,0,5588,200,-200,0,,,,,0.82,0.41,-0.41,0,2014-05-14,Kepler
Kepler-231,b,Kepler-231 b,Transit,0,2,10.065275,2.7E-05,-2.7E-05,0,0.074,,,0,,,,,,,,,,,,,,0.154,0.011,-0.011,0,,,,,0,1,0,1,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,319.49,3.35,-3.35,0,319.49,3.35,-3.35,0,15.385,,0,Kepler-band,15.39,,0,3767,150,-150,0,,,,,0.49,0.02,-0.02,0,2014-05-14,Kepler
Kepler-231,c,Kepler-231 c,Transit,0,2,19.271566,9.9E-05,-9.9E-05,0,0.114,,,0,,,,,,,,,,,,,,0.172,0.017,-0.017,0,,,,,1,1,0,1,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,319.49,3.35,-3.35,0,319.49,3.35,-3.35,0,15.385,,0,Kepler-band,15.39,,0,3767,150,-150,0,,,,,0.49,0.02,-0.02,0,2014-05-14,Kepler
Kepler-232,b,Kepler-232 b,Transit,0,2,4.431222,1.1E-05,-1.1E-05,0,0.054,,,0,,,,,,,,,,,,,,0.275,0.131,-0.131,0,,,,,0,1,0,1,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,1402.96,50.18,-50.18,0,1402.96,50.18,-50.18,0,15.367,,0,Kepler-band,15.32,,0,5847,200,-200,0,,,,,0.97,0.46,-0.46,0,2014-05-14,Kepler
Kepler-232,c,Kepler-232 c,Transit,0,2,11.379349,4.4E-05,-4.4E-05,0,0.101,,,0,,,,,,,,,,,,,,0.342,0.166,-0.166,0,,,,,0,1,0,1,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,1402.96,50.18,-50.18,0,1402.96,50.18,-50.18,0,15.367,,0,Kepler-band,15.32,,0,5847,200,-200,0,,,,,0.97,0.46,-0.46,0,2014-05-14,Kepler
Kepler-233,b,Kepler-233 b,Transit,0,2,8.472382,2.6E-05,-2.6E-05,0,0.077,,,0,,,,,,,,,,,,,,0.217,0.059,-0.059,0,,,,,0,1,0,1,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,877.73,19.71,-19.71,0,877.73,19.71,-19.71,0,15.339,,0,Kepler-band,15.326,,0,5360,200,-200,0,,,,,0.76,0.21,-0.21,0,2014-05-14,Kepler
Kepler-233,c,Kepler-233 c,Transit,0,2,60.418955,0.00063,-0.00063,0,0.287,,,0,,,,,,,,,,,,,,0.242,0.07,-0.07,0,,,,,1,1,0,1,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,877.73,19.71,-19.71,0,877.73,19.71,-19.71,0,15.339,,0,Kepler-band,15.326,,0,5360,200,-200,0,,,,,0.76,0.21,-0.21,0,2014-05-14,Kepler
Kepler-234,b,Kepler-234 b,Transit,0,2,2.711506,6E-06,-6E-06,0,0.04,,,0,,,,,,,,,,,,,,0.33,0.148,-0.148,0,,,,,0,1,0,1,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,1821.01,96.9,-96.9,0,1821.01,96.9,-96.9,0,15.541,,0,Kepler-band,15.501,,0,6224,200,-200,0,,,,,1.11,0.49,-0.49,0,2014-05-14,Kepler
Kepler-234,c,Kepler-234 c,Transit,0,2,7.21205,2.2E-05,-2.2E-05,0,0.077,,,0,,,,,,,,,,,,,,0.313,0.139,-0.139,0,,,,,0,1,0,1,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,1821.01,96.9,-96.9,0,1821.01,96.9,-96.9,0,15.541,,0,Kepler-band,15.501,,0,6224,200,-200,0,,,,,1.11,0.49,-0.49,0,2014-05-14,Kepler
Kepler-235,b,Kepler-235 b,Transit,0,4,3.340222,5E-06,-5E-06,0,0.037,,,0,,,,,,,,,,,,,,0.199,0.009,-0.009,0,,,,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,6.7,-6.7,0,433.24,6.7,-6.7,0,15.954,,0,Kepler-band,15.969,,0,4255,100,-100,0,,,,,0.55,0.02,-0.02,0,2014-05-14,Kepler
Kepler-235,c,Kepler-235 c,Transit,0,4,7.824904,5.5E-05,-5.5E-05,0,0.065,,,0,,,,,,,,,,,,,,0.114,0.007,-0.007,0,,,,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,6.7,-6.7,0,433.24,6.7,-6.7,0,15.954,,0,Kepler-band,15.969,,0,4255,100,-100,0,,,,,0.55,0.02,-0.02,0,2014-05-14,Kepler
Kepler-235,d,Kepler-235 d,Transit,0,4,20.060548,9.9E-05,-9.9E-05,0,0.122,,,0,,,,,,,,,,,,,,0.183,0.009,-0.009,0,,,,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,6.7,-6.7,0,433.24,6.7,-6.7,0,15.954,,0,Kepler-band,15.969,,0,4255,100,-100,0,,,,,0.55,0.02,-0.02,0,2014-05-14,Kepler
Kepler-235,e,Kepler-235 e,Transit,0,4,46.183669,0.000425,-0.000425,0,0.213,,,0,,,,,,,,,,,,,,0.198,0.026,-0.026,0,,,,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,6.7,-6.7,0,433.24,6.7,-6.7,0,15.954,,0,Kepler-band,15.969,,0,4255,100,-100,0,,,,,0.55,0.02,-0.02,0,2014-05-14,Kepler
Kepler-236,b,Kepler-236 b,Transit,0,2,8.295611,3.2E-05,-3.2E-05,0,0.065,,,0,,,,,,,,,,,,,,0.14,0.011,-0.011,0,,,,,0,1,0,1,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,291.17,2.29,-2.29,0,291.17,2.29,-2.29,0,15.414,,0,Kepler-band,15.374,,0,3750,150,-150,0,,,,,0.51,0.02,-0.02,0,2014-05-14,Kepler
Kepler-236,c,Kepler-236 c,Transit,0,2,23.968127,0.000174,-0.000174,0,0.132,,,0,,,,,,,,,,,,,,0.178,0.015,-0.015,0,,,,,0,1,0,1,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,291.17,2.29,-2.29,0,291.17,2.29,-2.29,0,15.414,,0,Kepler-band,15.374,,0,3750,150,-150,0,,,,,0.51,0.02,-0.02,0,2014-05-14,Kepler
Kepler-237,b,Kepler-237 b,Transit,0,2,4.715106,3E-05,-3E-05,0,0.05,,,0,,,,,,,,,,,,,,0.126,0.067,-0.067,0,,,,,0,1,0,1,18h52m53.13s,283.221387,+40d25m18.6s,40.421834,670.41,10.59,-10.59,0,670.41,10.59,-10.59,0,15.289,,0,Kepler-band,15.283,,0,4861,200,-200,0,,,,,0.72,0.38,-0.38,0,2014-05-14,Kepler
Kepler-237,c,Kepler-237 c,Transit,0,2,8.103636,3.2E-05,-3.2E-05,0,0.071,,,0,,,,,,,,,,,,,,0.186,0.098,-0.098,0,,,,,0,1,0,1,18h52m53.13s,283.221387,+40d25m18.6s,40.421834,670.41,10.59,-10.59,0,670.41,10.59,-10.59,0,15.289,,0,Kepler-band,15.283,,0,4861,200,-200,0,,,,,0.72,0.38,-0.38,0,2014-05-14,Kepler
Kepler-238,b,Kepler-238 b,Transit,0,5,2.090876,2E-05,-2E-05,0,0.034,,,0,,,,,,,,,,,,,,0.154,0.036,-0.036,0,,,,,0,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,79.95,-79.95,0,1897.73,79.95,-79.95,0,15.084,,0,Kepler-band,15.024,,0,5751,100,-100,0,,,,,1.43,0.26,-0.26,0,2014-05-14,Kepler
Kepler-238,c,Kepler-238 c,Transit,0,5,6.155557,5E-05,-5E-05,0,0.069,,,0,,,,,,,,,,,,,,0.213,0.04,-0.04,0,,,,,0,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,79.95,-79.95,0,1897.73,79.95,-79.95,0,15.084,,0,Kepler-band,15.024,,0,5751,100,-100,0,,,,,1.43,0.26,-0.26,0,2014-05-14,Kepler
Kepler-238,d,Kepler-238 d,Transit,0,5,13.233549,8.1E-05,-8.1E-05,0,0.115,,,0,,,,,,,,,,,,,,0.274,0.051,-0.051,0,,,,,0,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,79.95,-79.95,0,1897.73,79.95,-79.95,0,15.084,,0,Kepler-band,15.024,,0,5751,100,-100,0,,,,,1.43,0.26,-0.26,0,2014-05-14,Kepler
Kepler-238,e,Kepler-238 e,Transit,0,5,23.654,,,0,,,,,,,,,,,,,0.534,0.226,-0.217,0,Mass,0.5,0.211,-0.041,0,,,,,1,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,79.95,-79.95,0,1897.73,79.95,-79.95,0,15.084,,0,Kepler-band,15.024,,0,5751,100,-100,0,,,,,1.43,0.26,-0.26,0,2014-05-14,Kepler
Kepler-238,f,Kepler-238 f,Transit,0,5,50.447,,,0,,,,,,,,,,,,,0.042,0.009,-0.008,0,Mass,0.178,0.076,-0.015,0,,,,,1,1,0,1,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,79.95,-79.95,0,1897.73,79.95,-79.95,0,15.084,,0,Kepler-band,15.024,,0,5751,100,-100,0,,,,,1.43,0.26,-0.26,0,2014-05-14,Kepler
Kepler-239,b,Kepler-239 b,Transit,0,2,11.763051,3.4E-05,-3.4E-05,0,0.095,,,0,,,,,,,,,,,,,,0.208,0.013,-0.013,0,,,,,0,1,0,1,19h36m48.51s,294.202137,+40d39m48.3s,40.663406,660.07,13.72,-13.72,0,660.07,13.72,-13.72,0,15.208,,0,Kepler-band,15.233,,0,4914,100,-100,0,,,,,0.76,0.04,-0.04,0,2014-05-14,Kepler
Kepler-239,c,Kepler-239 c,Transit,0,2,56.228098,0.00058,-0.00058,0,0.268,,,0,,,,,,,,,,,,,,0.224,0.037,-0.037,0,,,,,0,1,0,1,19h36m48.51s,294.202137,+40d39m48.3s,40.663406,660.07,13.72,-13.72,0,660.07,13.72,-13.72,0,15.208,,0,Kepler-band,15.233,,0,4914,100,-100,0,,,,,0.76,0.04,-0.04,0,2014-05-14,Kepler
Kepler-24,b,Kepler-24 b,Transit,0,4,8.1453,,,0,0.08,,,0,,,,,,,,,1.6,,,1,Mass,0.214,,,0,,,,,1,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,34.01,-34.01,0,1195.99,34.01,-34.01,0,14.925,,0,Kepler-band,14.923,,0,5897,219,-219,0,,,,,1.29,0.29,-0.29,0,2014-05-14,Kepler
Kepler-24,c,Kepler-24 c,Transit,0,4,12.3335,,,0,0.106,,,0,,,,,,,,,1.6,,,1,Mass,0.25,,,0,,,,,1,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,34.01,-34.01,0,1195.99,34.01,-34.01,0,14.925,,0,Kepler-band,14.923,,0,5897,219,-219,0,,,,,1.29,0.29,-0.29,0,2014-05-14,Kepler
Kepler-24,d,Kepler-24 d,Transit,0,4,4.244384,5.3E-05,-5.3E-05,0,0.051,,,0,,,,,,,,,,,,,,0.149,0.035,-0.035,0,,,,,0,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,34.01,-34.01,0,1195.99,34.01,-34.01,0,14.925,,0,Kepler-band,14.923,,0,5897,219,-219,0,,,,,1.29,0.29,-0.29,0,2014-05-14,Kepler
Kepler-24,e,Kepler-24 e,Transit,0,4,18.998355,0.000157,-0.000157,0,0.138,,,0,,,,,,,,,,,,,,0.248,0.057,-0.057,0,,,,,0,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,34.01,-34.01,0,1195.99,34.01,-34.01,0,14.925,,0,Kepler-band,14.923,,0,5897,219,-219,0,,,,,1.29,0.29,-0.29,0,2014-05-14,Kepler
Kepler-240,b,Kepler-240 b,Transit,0,2,4.144495,2.6E-05,-2.6E-05,0,0.048,,,0,,,,,,,,,,,,,,0.122,0.05,-0.05,0,,,,,0,1,0,1,19h24m38.11s,291.158774,+40d45m00.9s,40.750263,762.74,20.31,-20.31,0,762.74,20.31,-20.31,0,15.66,,0,Kepler-band,15.662,,0,4985,200,-200,0,,,,,0.74,0.3,-0.3,0,2014-05-14,Kepler
Kepler-240,c,Kepler-240 c,Transit,0,2,7.953528,2.5E-05,-2.5E-05,0,0.074,,,0,,,,,,,,,,,,,,0.196,0.079,-0.079,0,,,,,0,1,0,1,19h24m38.11s,291.158774,+40d45m00.9s,40.750263,762.74,20.31,-20.31,0,762.74,20.31,-20.31,0,15.66,,0,Kepler-band,15.662,,0,4985,200,-200,0,,,,,0.74,0.3,-0.3,0,2014-05-14,Kepler
Kepler-241,b,Kepler-241 b,Transit,0,2,12.718092,3.5E-05,-3.5E-05,0,0.094,,,0,,,,,,,,,,,,,,0.208,0.092,-0.092,0,,,,,0,1,0,1,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,609.86,40.44,-40.44,0,609.86,40.44,-40.44,0,15.389,,0,Kepler-band,15.387,,0,4699,200,-200,0,,,,,0.67,0.29,-0.29,0,2014-05-14,Kepler
Kepler-241,c,Kepler-241 c,Transit,0,2,36.065978,0.000133,-0.000133,0,0.189,,,0,,,,,,,,,,,,,,0.229,0.099,-0.099,0,,,,,0,1,0,1,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,609.86,40.44,-40.44,0,609.86,40.44,-40.44,0,15.389,,0,Kepler-band,15.387,,0,4699,200,-200,0,,,,,0.67,0.29,-0.29,0,2014-05-14,Kepler
Kepler-242,b,Kepler-242 b,Transit,0,2,8.20395,2E-05,-2E-05,0,0.075,,,0,,,,,,,,,,,,,,0.233,0.143,-0.143,0,,,,,0,1,0,1,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,610.6,11.44,-11.44,0,610.6,11.44,-11.44,0,15.376,,0,Kepler-band,15.349,,0,5020,200,-200,0,,,,,0.85,0.52,-0.52,0,2014-05-14,Kepler
Kepler-242,c,Kepler-242 c,Transit,0,2,14.496481,8.3E-05,-8.3E-05,0,0.109,,,0,,,,,,,,,,,,,,0.178,0.11,-0.11,0,,,,,0,1,0,1,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,610.6,11.44,-11.44,0,610.6,11.44,-11.44,0,15.376,,0,Kepler-band,15.349,,0,5020,200,-200,0,,,,,0.85,0.52,-0.52,0,2014-05-14,Kepler
Kepler-243,b,Kepler-243 b,Transit,0,2,5.715442,1.1E-05,-1.1E-05,0,0.062,,,0,,,,,,,,,,,,,,0.219,0.103,-0.103,0,,,,,0,1,0,1,19h00m26.51s,285.11047,+42d02m02.2s,42.033958,707.94,9.98,-9.98,0,707.94,9.98,-9.98,0,15.086,,0,Kepler-band,15.057,,0,5228,200,-200,0,,,,,0.84,0.4,-0.4,0,2014-05-14,Kepler
Kepler-243,c,Kepler-243 c,Transit,0,2,20.026218,0.000163,-0.000163,0,0.142,,,0,,,,,,,,,,,,,,0.178,0.087,-0.087,0,,,,,0,1,0,1,19h00m26.51s,285.11047,+42d02m02.2s,42.033958,707.94,9.98,-9.98,0,707.94,9.98,-9.98,0,15.086,,0,Kepler-band,15.057,,0,5228,200,-200,0,,,,,0.84,0.4,-0.4,0,2014-05-14,Kepler
Kepler-244,b,Kepler-244 b,Transit,0,3,4.311792,8E-06,-8E-06,0,0.05,,,0,,,,,,,,,,,,,,0.246,0.103,-0.103,0,,,,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,1067.62,36.93,-36.93,0,1067.62,36.93,-36.93,0,15.604,,0,Kepler-band,15.545,,0,5554,200,-200,0,,,,,0.8,0.34,-0.34,0,2014-05-14,Kepler
Kepler-244,c,Kepler-244 c,Transit,0,3,9.767292,4.6E-05,-4.6E-05,0,0.087,,,0,,,,,,,,,,,,,,0.183,0.078,-0.078,0,,,,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,1067.62,36.93,-36.93,0,1067.62,36.93,-36.93,0,15.604,,0,Kepler-band,15.545,,0,5554,200,-200,0,,,,,0.8,0.34,-0.34,0,2014-05-14,Kepler
Kepler-244,d,Kepler-244 d,Transit,0,3,20.050401,0.00013,-0.00013,0,0.14,,,0,,,,,,,,,,,,,,0.206,0.087,-0.087,0,,,,,0,1,0,1,19h08m58.24s,287.24268,+42d18m04.9s,42.301369,1067.62,36.93,-36.93,0,1067.62,36.93,-36.93,0,15.604,,0,Kepler-band,15.545,,0,5554,200,-200,0,,,,,0.8,0.34,-0.34,0,2014-05-14,Kepler
Kepler-245,b,Kepler-245 b,Transit,0,4,7.49019,1.9E-05,-1.9E-05,0,0.071,,,0,,,,,,,,,,,,,,0.229,0.016,-0.016,0,,,,,1,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,26.34,-26.34,0,882.65,26.34,-26.34,0,15.599,,0,Kepler-band,15.597,,0,5100,100,-100,0,,,,,0.8,0.05,-0.05,0,2014-05-14,Kepler
Kepler-245,c,Kepler-245 c,Transit,0,4,17.460812,7.6E-05,-7.6E-05,0,0.124,,,0,,,,,,,,,,,,,,0.194,0.015,-0.015,0,,,,,1,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,26.34,-26.34,0,882.65,26.34,-26.34,0,15.599,,0,Kepler-band,15.597,,0,5100,100,-100,0,,,,,0.8,0.05,-0.05,0,2014-05-14,Kepler
Kepler-245,d,Kepler-245 d,Transit,0,4,36.277108,0.000173,-0.000173,0,0.202,,,0,,,,,,,,,,,,,,0.27,0.019,-0.019,0,,,,,1,1,0,1,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,26.34,-26.34,0,882.65,26.34,-26.34,0,15.599,,0,Kepler-band,15.597,,0,5100,100,-100,0,,,,,0.8,0.05,-0.05,0,2014-05-14,Kepler
